title,year,rank_in_year,macro_categoria,animation_studios
Higurashi no Naku Koro ni Sotsu,2021,96,Otros Géneros,Passione
Shakunetsu Kabaddi,2021,97,Fantasía / Acción / Aventura,"TMS Entertainment, domerica"
Mahouka Koukou no Yuutousei,2021,98,Híbrido (Acción + Sci-Fi),CONNECT
Kageki Shoujo!!,2021,99,Otros Géneros,PINE JAM
SCARLET NEXUS,2021,100,Híbrido (Acción + Sci-Fi),Sunrise
Chainsaw Man,2022,1,Fantasía / Acción / Aventura,MAPPA
SPY×FAMILY,2022,2,Fantasía / Acción / Aventura,"CloverWorks, WIT STUDIO"
Kimetsu no Yaiba: Yuukaku-hen,2022,3,Fantasía / Acción / Aventura,"ufotable, ufotable"
Shingeki no Kyojin: The Final Season Part 2,2022,4,Fantasía / Acción / Aventura,"MAPPA, Production I.G, MAPPA"
Sono Bisque Doll wa Koi wo Suru,2022,5,Otros Géneros,CloverWorks
SPY×FAMILY Part 2,2022,6,Fantasía / Acción / Aventura,"WIT STUDIO, CloverWorks"
Blue Lock,2022,7,Fantasía / Acción / Aventura,8-bit
Kage no Jitsuryokusha ni Naritakute!,2022,8,Fantasía / Acción / Aventura,Nexus
Kaguya-sama wa Kokurasetai: Ultra Romantic,2022,9,Otros Géneros,A-1 Pictures
Yofukashi no Uta,2022,10,Otros Géneros,LIDENFILMS
Boku no Hero Academia 6,2022,11,Fantasía / Acción / Aventura,bones
Mob Psycho 100 III,2022,12,Fantasía / Acción / Aventura,bones
Bocchi the Rock!,2022,13,Otros Géneros,CloverWorks
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,2022,14,Otros Géneros,"Lerche, Studio Hibari"
Tate no Yuusha no Nariagari Season 2,2022,15,Fantasía / Acción / Aventura,Kinema Citrus
Summer Time Render,2022,16,Fantasía / Acción / Aventura,OLM
Lycoris Recoil,2022,17,Fantasía / Acción / Aventura,A-1 Pictures
Kawaii dake ja Nai Shikimori-san,2022,18,Otros Géneros,Doga Kobo
BLEACH: Sennen Kessen-hen,2022,19,Fantasía / Acción / Aventura,Studio Pierrot
Overlord IV,2022,20,Fantasía / Acción / Aventura,MADHOUSE
"Komi-san wa, Komyushou desu. 2",2022,21,Otros Géneros,OLM
Hataraku Maou-sama!!,2022,22,Fantasía / Acción / Aventura,Studio 3Hz
Made in Abyss: Retsujitsu no Ougonkyou,2022,23,Híbrido (Acción + Sci-Fi),Kinema Citrus
"Fuufu Ijou, Koibito Miman.",2022,24,Otros Géneros,studio MOTHER
"Kanojo, Okarishimasu 2nd Season",2022,25,Otros Géneros,TMS Entertainment
Isekai Oji-san,2022,26,Fantasía / Acción / Aventura,Atelier Pontdarc
Arifureta Shokugyou de Sekai Saikyou 2nd season,2022,27,Fantasía / Acción / Aventura,"Asread, studio MOTHER"
Aharen-san wa Hakarenai,2022,28,Otros Géneros,Felix Film
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Meikyuu-hen,2022,29,Fantasía / Acción / Aventura,"J.C.STAFF, EGG FIRM"
Otomege Sekai wa Mob ni Kibishii Sekai desu,2022,30,Híbrido (Acción + Sci-Fi),ENGI
Kakkou no Iinazuke,2022,31,Otros Géneros,"Shin-Ei Animation, SynergySP"
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2022,32,Fantasía / Acción / Aventura,"Studio KAI, HORNETS"
Paripi Koumei,2022,33,Otros Géneros,P.A.WORKS
Tensai Ouji no Akaji Kokka Saisei Jutsu,2022,34,Fantasía / Acción / Aventura,Unknown
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",2022,35,Fantasía / Acción / Aventura,"SILVER LINK., BLADE"
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsuki Susumu,2022,36,Fantasía / Acción / Aventura,Staple Entertainment
Fumetsu no Anata e Season 2,2022,37,Fantasía / Acción / Aventura,Drive
"Yuusha, Yamemasu",2022,38,Fantasía / Acción / Aventura,EMT Squared
Mamahaha no Tsurego ga Motokano datta,2022,39,Otros Géneros,project No.9
Vanitas no Carte Part 2,2022,40,Fantasía / Acción / Aventura,bones
Shikkakumon no Saikyou Kenja,2022,41,Fantasía / Acción / Aventura,J.C.STAFF
Engage Kiss,2022,42,Fantasía / Acción / Aventura,A-1 Pictures
Kuro no Shoukanshi,2022,43,Fantasía / Acción / Aventura,Satelight
Aoashi,2022,44,Otros Géneros,"Production I.G, Production I.G"
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,2022,45,Fantasía / Acción / Aventura,J.C.STAFF
Kumichou Musume to Sewagakari,2022,46,Otros Géneros,"feel., Gaina"
Sabikui Bisco,2022,47,Fantasía / Acción / Aventura,"OZ, NAZ"
Koi wa Sekai Seifuku no Ato de,2022,48,Fantasía / Acción / Aventura,project No.9
Isekai Yakkyoku,2022,49,Fantasía / Acción / Aventura,diomedéa
Date A Live IV,2022,50,Híbrido (Acción + Sci-Fi),GEEKTOYS
"Tensei Kenja no Isekai Life: Daini no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",2022,51,Fantasía / Acción / Aventura,REVOROOT
Sasaki to Miyano,2022,52,Otros Géneros,Studio DEEN
Shuumatsu no Harem,2022,53,Sci-Fi / Mecha Puro,"AXsiZ, Studio Gokumi"
Isekai Meikyuu de Harem wo,2022,54,Fantasía / Acción / Aventura,Passione
Urusei Yatsura (2022),2022,55,Sci-Fi / Mecha Puro,"David Production, David Production"
Akebi-chan no Sailor Fuku,2022,56,Otros Géneros,CloverWorks
Kidou Senshi Gundam: Suisei no Majo,2022,57,Híbrido (Acción + Sci-Fi),Sunrise
"Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",2022,58,Fantasía / Acción / Aventura,EMT Squared
Shokei Shoujo no Virgin Road,2022,59,Fantasía / Acción / Aventura,"J.C.STAFF, EGG FIRM"
Akiba Meido Sensou,2022,60,Fantasía / Acción / Aventura,P.A.WORKS
Mairimashita! Iruma-kun 3,2022,61,Fantasía / Acción / Aventura,Bandai Namco Pictures
Akuyaku Reijou nano de Last Boss wo Kattemimashita,2022,62,Fantasía / Acción / Aventura,Maho Film
Uzaki-chan wa Asobitai! ω,2022,63,Otros Géneros,ENGI
Koroshi Ai,2022,64,Fantasía / Acción / Aventura,Platinum Vision
Fantasy Bishoujo Juniku Oji-san to,2022,65,Fantasía / Acción / Aventura,OLM
Soredemo Ayumu wa Yosetekuru,2022,66,Otros Géneros,SILVER LINK.
Shinobi no Ittoki,2022,67,Fantasía / Acción / Aventura,"TROYCA, TMS Entertainment"
Renai Flops,2022,68,Sci-Fi / Mecha Puro,Passione
Leadale no Daichi nite,2022,69,Fantasía / Acción / Aventura,Maho Film
Karakai Jouzu no Takagi-san 3,2022,70,Otros Géneros,Shin-Ei Animation
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,2022,71,Fantasía / Acción / Aventura,Ajiado
Mahoutsukai Reimeiki,2022,72,Fantasía / Acción / Aventura,Tezuka Productions
Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.,2022,73,Fantasía / Acción / Aventura,Unknown
Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ (Heart),2022,74,Otros Géneros,Zero-G
Do It Yourself!!,2022,75,Otros Géneros,PINE JAM
Saikin Yatotta Maid ga Ayashii,2022,76,Otros Géneros,"BLADE, SILVER LINK."
Shadows House 2nd Season,2022,77,Fantasía / Acción / Aventura,CloverWorks
Arknights: Reimei Zensou,2022,78,Fantasía / Acción / Aventura,"Yostar Pictures, Yostar Pictures"
Princess Connect! Re:Dive Season 2,2022,79,Fantasía / Acción / Aventura,CygamesPictures
Koukyuu no Karasu,2022,80,Fantasía / Acción / Aventura,Bandai Namco Pictures
RWBY: Hyousetsu Teikoku,2022,81,Híbrido (Acción + Sci-Fi),Shaft
ORIENT,2022,82,Fantasía / Acción / Aventura,"A.C.G.T., A Line"
Kenja no Deshi wo Nanoru Kenja,2022,83,Fantasía / Acción / Aventura,Unknown
Futoku no Guild,2022,84,Fantasía / Acción / Aventura,"TNK, EGG FIRM"
Golden Kamuy 4th Season,2022,85,Fantasía / Acción / Aventura,Brain's Base
Deaimon,2022,86,Otros Géneros,"Encourage Films, diomedéa"
Dance Dance Danseur,2022,87,Otros Géneros,MAPPA
Slow Loop,2022,88,Otros Géneros,CONNECT
Mushikaburi-hime,2022,89,Otros Géneros,MADHOUSE
Machikado Mazoku: 2-Choume,2022,90,Fantasía / Acción / Aventura,J.C.STAFF
Ryman's Club,2022,91,Otros Géneros,LIDENFILMS
BIRDIE WING: Golf Girls' Story,2022,92,Otros Géneros,Bandai Namco Pictures
Shinmai Renkinjutsushi no Tenpo Keiei,2022,93,Fantasía / Acción / Aventura,ENGI
Tokyo 24-ku,2022,94,Sci-Fi / Mecha Puro,CloverWorks
Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto,2022,95,Otros Géneros,Lay-duce
Kunoichi Tsubaki no Mune no Uchi,2022,96,Otros Géneros,CloverWorks
"Kono Healer, Mendokusai",2022,97,Fantasía / Acción / Aventura,Jumondou
Hoshi no Samidare,2022,98,Fantasía / Acción / Aventura,"NAZ, Nippon Animation, Jumondou"
Baraou no Souretsu,2022,99,Fantasía / Acción / Aventura,J.C.STAFF
Kaijin Kaihatsubu no Kuroitsu-san,2022,100,Fantasía / Acción / Aventura,Quad
Jujutsu Kaisen 2nd Season,2023,1,Fantasía / Acción / Aventura,MAPPA
Sousou no Frieren,2023,2,Fantasía / Acción / Aventura,MADHOUSE
Kimetsu no Yaiba: Katanakaji no Sato-hen,2023,3,Fantasía / Acción / Aventura,"ufotable, ufotable"
Jigokuraku,2023,4,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
[Oshi no Ko],2023,5,Otros Géneros,"Doga Kobo, Doga Kobo"
Kusuriya no Hitorigoto,2023,6,Otros Géneros,"OLM, TOHO animation STUDIO"
MASHLE,2023,7,Fantasía / Acción / Aventura,A-1 Pictures
VINLAND SAGA SEASON 2,2023,8,Fantasía / Acción / Aventura,MAPPA
Mushoku Tensei II: Isekai Ittara Honki Dasu,2023,9,Fantasía / Acción / Aventura,"Studio Bind, EGG FIRM"
Zom 100: Zombie ni Naru Made ni Shitai 100 no Koto,2023,10,Fantasía / Acción / Aventura,"BUG FILMS, Shaft"
SPY×FAMILY Season 2,2023,11,Fantasía / Acción / Aventura,"WIT STUDIO, CloverWorks"
Tengoku Daimakyou,2023,12,Híbrido (Acción + Sci-Fi),"Production I.G, Production I.G"
Dr. STONE: NEW WORLD,2023,13,Híbrido (Acción + Sci-Fi),TMS Entertainment
Yamada-kun to Lv999 no Koi wo Suru,2023,14,Otros Géneros,"MADHOUSE, EGG FIRM"
Kage no Jitsuryokusha ni Naritakute! 2nd season,2023,15,Fantasía / Acción / Aventura,Nexus
Shangri-La Frontier,2023,16,Híbrido (Acción + Sci-Fi),C2C
Tomo-chan wa Onnanoko!,2023,17,Otros Géneros,Lay-duce
Horimiya: piece,2023,18,Otros Géneros,CloverWorks
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023,19,Otros Géneros,project No.9
Boku no Kokoro no Yabai Yatsu,2023,20,Otros Géneros,Shin-Ei Animation
Tate no Yuusha no Nariagari Season 3,2023,21,Fantasía / Acción / Aventura,"Kinema Citrus, Folium"
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,2023,22,Otros Géneros,A-1 Pictures
Tokyo Revengers: Seiya Kessen-hen,2023,23,Fantasía / Acción / Aventura,LIDENFILMS
Watashi no Shiawase na Kekkon,2023,24,Otros Géneros,Kinema Citrus
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",2023,25,Fantasía / Acción / Aventura,"Millepensee, TMS Entertainment"
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023,26,Fantasía / Acción / Aventura,SILVER LINK.
BLEACH: Sennen Kessen-hen - Ketsubetsu-tan,2023,27,Fantasía / Acción / Aventura,Studio Pierrot
Skip to Loafer,2023,28,Otros Géneros,P.A.WORKS
Dr. STONE: NEW WORLD Part 2,2023,29,Híbrido (Acción + Sci-Fi),TMS Entertainment
Undead Unluck,2023,30,Híbrido (Acción + Sci-Fi),"David Production, TMS Entertainment"
Buddy Daddies,2023,31,Fantasía / Acción / Aventura,P.A.WORKS
Kono Subarashii Sekai ni Bakuen wo!,2023,32,Fantasía / Acción / Aventura,Drive
NieR:Automata Ver1.1a,2023,33,Híbrido (Acción + Sci-Fi),A-1 Pictures
Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo,2023,34,Otros Géneros,Bibury Animation Studios
Goblin Slayer II,2023,35,Fantasía / Acción / Aventura,LIDENFILMS
Tondemo Skill de Isekai Hourou Meshi,2023,36,Fantasía / Acción / Aventura,MAPPA
Bungou Stray Dogs 4th Season,2023,37,Fantasía / Acción / Aventura,bones
Kimi wa Houkago Insomnia,2023,38,Otros Géneros,LIDENFILMS
Ragna Crimson,2023,39,Fantasía / Acción / Aventura,SILVER LINK.
"Ijiranaide, Nagatoro-san 2nd Attack",2023,40,Otros Géneros,"OLM, TMS Entertainment"
Isekai Nonbiri Nouka,2023,41,Fantasía / Acción / Aventura,Zero-G
Dead Mount Death Play,2023,42,Fantasía / Acción / Aventura,GEEKTOYS
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen,2023,43,Fantasía / Acción / Aventura,"J.C.STAFF, EGG FIRM"
Koori Zokusei Danshi to Cool na Douryou Joshi,2023,44,Otros Géneros,"Zero-G, Liber"
Saikyou Onmyouji no Isekai Tenseiki,2023,45,Fantasía / Acción / Aventura,Studio Blanc
Kubo-san wa Mob wo Yurusanai,2023,46,Otros Géneros,PINE JAM
Boushoku no Berserk,2023,47,Fantasía / Acción / Aventura,"A.C.G.T., A Line"
Tonikaku Kawaii Season 2,2023,48,Otros Géneros,Seven Arcs
TRIGUN STAMPEDE,2023,49,Híbrido (Acción + Sci-Fi),Orange
Tensei Oujo to Tensai Reijou no Mahou Kakumei,2023,50,Fantasía / Acción / Aventura,diomedéa
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,2023,51,Fantasía / Acción / Aventura,SILVER LINK.
Suki na Ko ga Megane wo Wasureta,2023,52,Otros Géneros,GoHands
Kaminaki Sekai no Kamisama Katsudou,2023,53,Fantasía / Acción / Aventura,Studio Palette
Tokyo Revengers: Tenjiku-hen,2023,54,Fantasía / Acción / Aventura,LIDENFILMS
Masamune-kun no Revenge R,2023,55,Otros Géneros,SILVER LINK.
Hametsu no Oukoku,2023,56,Fantasía / Acción / Aventura,Unknown
Yumemiru Danshi wa Genjitsushugisha,2023,57,Otros Géneros,"Studio Gokumi, AXsiZ"
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",2023,58,Otros Géneros,ENGI
Bungou Stray Dogs 5th Season,2023,59,Fantasía / Acción / Aventura,bones
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,2023,60,Fantasía / Acción / Aventura,"Magic Bus, EMT Squared"
"Jitsu wa Ore, Saikyou Deshita?",2023,61,Fantasía / Acción / Aventura,Staple Entertainment
Hyouken no Majutsushi ga Sekai wo Suberu,2023,62,Fantasía / Acción / Aventura,CLOUDHEARTS
Onii-chan wa Oshimai!,2023,63,Otros Géneros,"Studio Bind, EGG FIRM"
"Benriya Saitou-san, Isekai ni Iku",2023,64,Fantasía / Acción / Aventura,C2C
"Kanojo, Okarishimasu 3rd Season",2023,65,Otros Géneros,TMS Entertainment
Nanatsu no Maken ga Shihai Suru,2023,66,Fantasía / Acción / Aventura,J.C.STAFF
Kanojo ga Koushaku-tei ni Itta Riyuu,2023,67,Fantasía / Acción / Aventura,TYPHOON GRAPHICS
Spy Kyoushitsu,2023,68,Fantasía / Acción / Aventura,feel.
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,2023,69,Fantasía / Acción / Aventura,"Studio Gokumi, AXsiZ"
Dark Gathering,2023,70,Fantasía / Acción / Aventura,OLM
Undead Girl Murder Farce,2023,71,Otros Géneros,Unknown
Liar Liar,2023,72,Otros Géneros,GEEKTOYS
Otonari ni Ginga,2023,73,Otros Géneros,Asahi Production
Isekai Shoukan wa Nidome desu,2023,74,Fantasía / Acción / Aventura,Studio elle
Watashi no Oshi wa Akuyaku Reijou.,2023,75,Fantasía / Acción / Aventura,Platinum Vision
Kikansha no Mahou wa Tokubetsu desu,2023,76,Fantasía / Acción / Aventura,Arvo Animation
Mahoutsukai no Yome SEASON 2,2023,77,Fantasía / Acción / Aventura,Studio Kafka
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,2023,78,Fantasía / Acción / Aventura,Encourage Films
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),2023,79,Fantasía / Acción / Aventura,LIDENFILMS
"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",2023,80,Fantasía / Acción / Aventura,"Studio Comet, AQUA ARIS"
Kyokou Suiri Season 2,2023,81,Otros Géneros,Brain's Base
Kamonohashi Ron no Kindan Suiri,2023,82,Otros Géneros,diomedéa
Isekai wa Smartphone to Tomo ni. 2,2023,83,Fantasía / Acción / Aventura,"J.C.STAFF, ENGI"
Hataraku Maou-sama!! 2nd Season,2023,84,Fantasía / Acción / Aventura,Studio 3Hz
Yuusha ga Shinda!,2023,85,Fantasía / Acción / Aventura,LIDENFILMS
Megami no Café Terrace,2023,86,Otros Géneros,"Tezuka Productions, Tezuka Productions"
Ousama Ranking: Yuuki no Takarabako,2023,87,Fantasía / Acción / Aventura,WIT STUDIO
Eiyuu Kyoushitsu,2023,88,Fantasía / Acción / Aventura,Actas
Sugar Apple Fairy Tale,2023,89,Fantasía / Acción / Aventura,J.C.STAFF
Level 1 dakedo Unique Skill de Saikyou desu,2023,90,Fantasía / Acción / Aventura,Maho Film
My Home Hero,2023,91,Fantasía / Acción / Aventura,"Tezuka Productions, AQUA ARIS"
HIGH CARD,2023,92,Fantasía / Acción / Aventura,"TMS Entertainment, Studio Hibari"
Hikikomari Kyuuketsuki no Monmon,2023,93,Fantasía / Acción / Aventura,project No.9
Uchi no Kaisha no Chiisai Senpai no Hanashi,2023,94,Otros Géneros,project No.9
Saihate no Paladin: Tetsusabi no Yama no Ou,2023,95,Fantasía / Acción / Aventura,"OLM, Sunrise Beyond"
Dead Mount Death Play Part 2,2023,96,Fantasía / Acción / Aventura,GEEKTOYS
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",2023,97,Fantasía / Acción / Aventura,Zero-G
Helck,2023,98,Fantasía / Acción / Aventura,Satelight
Kidou Senshi Gundam: Suisei no Majo Season 2,2023,99,Híbrido (Acción + Sci-Fi),Sunrise
Temple,2023,100,Otros Géneros,Gekkou
Ore dake Level Up na Ken,2024,1,Fantasía / Acción / Aventura,A-1 Pictures
Dandadan,2024,2,Híbrido (Acción + Sci-Fi),"Science SARU, Science SARU"
Kaijuu 8-gou,2024,3,Híbrido (Acción + Sci-Fi),"Production I.G, Production I.G, Studio Khara"
Kimetsu no Yaiba: Hashira Geiko-hen,2024,4,Fantasía / Acción / Aventura,"ufotable, ufotable"
Dungeon Meshi,2024,5,Fantasía / Acción / Aventura,TRIGGER
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,2024,6,Fantasía / Acción / Aventura,"Studio Bind, EGG FIRM"
Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,2024,7,Otros Géneros,"Doga Kobo, Doga Kobo"
WIND BREAKER,2024,8,Fantasía / Acción / Aventura,"CloverWorks, CloverWorks"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,2024,9,Otros Géneros,"Lerche, Studio Hibari"
MASHLE: Kami Shinkakusha Kouho Senbatsu Shiken-hen,2024,10,Fantasía / Acción / Aventura,A-1 Pictures
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,2024,11,Fantasía / Acción / Aventura,WHITE FOX
Kono Subarashii Sekai ni Shukufuku wo! 3,2024,12,Fantasía / Acción / Aventura,Drive
Boku no Hero Academia 7,2024,13,Fantasía / Acción / Aventura,bones
[Oshi no Ko] 2nd Season,2024,14,Otros Géneros,"Doga Kobo, Doga Kobo"
Tensei Shitara Slime Datta Ken 3rd Season,2024,15,Fantasía / Acción / Aventura,"8-bit, 8-bit"
Tsue to Tsurugi no Wistoria,2024,16,Fantasía / Acción / Aventura,"Actas, Bandai Namco Pictures"
Yubisaki to Renren,2024,17,Otros Géneros,"Ajiado, Ajiado"
Blue Lock VS. U-20 JAPAN,2024,18,Fantasía / Acción / Aventura,"8-bit, 8-bit"
Make Heroine ga Oosugiru!,2024,19,Otros Géneros,A-1 Pictures
Kami no Tou: Tower of God 2nd Season,2024,20,Fantasía / Acción / Aventura,The Answer Studio
Chiyu Mahou no Machigatta Tsukaikata,2024,21,Fantasía / Acción / Aventura,"Shin-Ei Animation, Studio Add, Shin-Ei Animation"
Chi. Chikyuu no Undou ni Tsuite,2024,22,Otros Géneros,"MADHOUSE, MADHOUSE"
Tsuki ga Michibiku Isekai Douchuu 2nd Season,2024,23,Fantasía / Acción / Aventura,"J.C.STAFF, AQUA ARIS"
Mato Seihei no Slave,2024,24,Fantasía / Acción / Aventura,Seven Arcs
BLEACH: Sennen Kessen-hen - Soukoku-tan,2024,25,Fantasía / Acción / Aventura,"PIERROT FILMS, Studio Pierrot"
Shangri-La Frontier 2nd Season,2024,26,Híbrido (Acción + Sci-Fi),C2C
Ookami to Koushinryou: MERCHANT MEETS THE WISE WOLF,2024,27,Fantasía / Acción / Aventura,Passione
Boku no Kokoro no Yabai Yatsu 2nd Season,2024,28,Otros Géneros,"Shin-Ei Animation, Shin-Ei Animation"
"Tensei Shitara Dai Nana Ouji Datta node, Kimamani Majutsu wo Kiwamemasu",2024,29,Fantasía / Acción / Aventura,Tsumugi Akita Anime Lab
Lv2 Kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life,2024,30,Fantasía / Acción / Aventura,J.C.STAFF
Isekai Shikkaku,2024,31,Fantasía / Acción / Aventura,Atelier Pontdarc
Uzumaki,2024,32,Otros Géneros,"Production I.G, Akatsuki, Fugaku"
Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,2024,33,Fantasía / Acción / Aventura,"Seven Arcs, Studio Pierrot"
Nige Jouzu no Wakagimi,2024,34,Fantasía / Acción / Aventura,"CloverWorks, CloverWorks"
Giji Harem,2024,35,Otros Géneros,"Nomad, Nomad"
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu Suru",2024,36,Fantasía / Acción / Aventura,"HORNETS, Studio KAI"
Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,2024,37,Fantasía / Acción / Aventura,"OLM, OLM, AQUA ARIS"
Dosanko Gal wa Namara Menkoi,2024,38,Otros Géneros,"BLADE, SILVER LINK."
Sentai Daishikkaku,2024,39,Híbrido (Acción + Sci-Fi),Yostar Pictures
Gimai Seikatsu,2024,40,Otros Géneros,"Studio DEEN, Studio DEEN"
Ninja Kamui,2024,41,Híbrido (Acción + Sci-Fi),Unknown
Mahou Shoujo ni Akogarete,2024,42,Otros Géneros,"Asahi Production, Asahi Production"
Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen,2024,43,Fantasía / Acción / Aventura,"Jumondou, Jumondou"
"Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.",2024,44,Fantasía / Acción / Aventura,"Yumeta Company, AQUA ARIS"
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",2024,45,Fantasía / Acción / Aventura,Brain's Base
Arifureta Shokugyou de Sekai Saikyou 3rd season,2024,46,Fantasía / Acción / Aventura,"Asread, Asread"
"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",2024,47,Fantasía / Acción / Aventura,"Okuruto Noboru, AQUA ARIS"
Seirei Gensouki 2,2024,48,Fantasía / Acción / Aventura,"TMS Entertainment, WAO World"
"Tensei Kizoku, Kantei Skill de Nariagaru",2024,49,Fantasía / Acción / Aventura,studio MOTHER
Majo to Yajuu,2024,50,Fantasía / Acción / Aventura,Unknown
Yozakura-san Chi no Daisakusen,2024,51,Fantasía / Acción / Aventura,"SILVER LINK., SILVER LINK., Studio Pierrot"
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II Part 2",2024,52,Fantasía / Acción / Aventura,SILVER LINK.
GIRLS BAND CRY,2024,53,Otros Géneros,Toei Animation
Re:Monster,2024,54,Fantasía / Acción / Aventura,Studio DEEN
Isekai Suicide Squad,2024,55,Híbrido (Acción + Sci-Fi),WIT STUDIO
Nageki no Bourei wa Intai Shitai,2024,56,Fantasía / Acción / Aventura,"Zero-G, Zero-G"
Ranma 1/2 (2024),2024,57,Fantasía / Acción / Aventura,"MAPPA, MAPPA"
Yoru no Kurage wa Oyogenai,2024,58,Otros Géneros,"Doga Kobo, Doga Kobo"
Shoushimin Series,2024,59,Otros Géneros,Unknown
Ao no Exorcist: Shimane Illuminati-hen,2024,60,Fantasía / Acción / Aventura,Unknown
2.5 Jigen no Ririsa,2024,61,Otros Géneros,"J.C.STAFF, J.C.STAFF"
Dragon Ball DAIMA,2024,62,Fantasía / Acción / Aventura,Toei Animation
Unnamed Memory,2024,63,Fantasía / Acción / Aventura,ENGI
Raise wa Tanin ga Ii,2024,64,Otros Géneros,Studio DEEN
FAIRY TAIL: 100 YEARS QUEST,2024,65,Fantasía / Acción / Aventura,J.C.STAFF
Maou 2099,2024,66,Híbrido (Acción + Sci-Fi),"J.C.STAFF, J.C.STAFF"
Kimi wa Meido-sama.,2024,67,Otros Géneros,"Felix Film, Felix Film"
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita 2nd",2024,68,Fantasía / Acción / Aventura,Unknown
Oroka na Tenshi wa Akuma to Odoru,2024,69,Otros Géneros,Children's Playground Entertainment
THE NEW GATE,2024,70,Fantasía / Acción / Aventura,CLOUDHEARTS
Naze Boku no Sekai wo Daremo Oboeteinai no ka?,2024,71,Híbrido (Acción + Sci-Fi),project No.9
Mahouka Koukou no Rettousei 3rd Season,2024,72,Híbrido (Acción + Sci-Fi),"8-bit, 8-bit"
Maou Gun Saikyou no Majutsushi wa Ningen datta,2024,73,Fantasía / Acción / Aventura,Unknown
Hananoi-kun to Koi no Yamai,2024,74,Otros Géneros,East Fish Studio
Jaku-Chara Tomozaki-kun 2nd STAGE,2024,75,Otros Géneros,project No.9
Kekkon Yubiwa Monogatari,2024,76,Fantasía / Acción / Aventura,"Staple Entertainment, Staple Entertainment"
Bartender: Kami no Glass,2024,77,Otros Géneros,Liber
Rekishi ni Nokoru Akujo ni Naruzo,2024,78,Fantasía / Acción / Aventura,"Maho Film, Maho Film"
Metallic Rouge,2024,79,Híbrido (Acción + Sci-Fi),"bones, bones"
Jii-san Baa-san Wakagaeru,2024,80,Fantasía / Acción / Aventura,"Gekkou, Gekkou"
